Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-07-29,The Long Hair of Death,1964,https://boxd.it/4BmRST,2,,"It has some atmosphere, but the plot isn't enough for me to really care about it as a movie. Awesome title.",deleted,2023-07-28
2023-07-31,Pretty in Pink,1986,https://boxd.it/4CpONr,3,,"I don't think anyone in this movie is acting great, but it feels a lot like teenage angst so I give it some love. 

Blaine is boring as dirt.",,2023-07-30
2023-07-31,Jojo Rabbit,2019,https://boxd.it/4Cshd7,4.5,,Didn't know what to expect and got an amazing bizarre film. Hitler as a lovable childhood imaginary friend is not the weirdest thing going on in the movie.,,2023-07-30
2023-08-04,Broken Blossoms,1919,https://boxd.it/4DH1BV,2,,"This seems like a fairly straightforward story. Girl has a boxer as a dad who is abusive and terrible. An emigrant from China falls for her and kinda saves her from her wretched state. The abusive guy catches wind and awfulness ensues.

Given that the Chinese guy is played by a white guy squinting, I was really surprised at how tolerant the story was to the people involved. The narrator that is, everyone in the movie is casually slurring the Chinese guy. 

Features a long bit of boxing between people that don't look to be in the same weight class. The object of affection is probably underage. ",youtube,2023-08-03
2023-08-08,Argo,2012,https://boxd.it/4F1MAz,3,,"In one sense, I really like that the crisis and this plot to get the people trapped in Iran out got some exposure. I'm not sure a lot of people know about this. However, this felt like there was a lot of time spent on the drama of will these people escape when I felt no tension there because I knew it worked out. I would have liked to see more of the ludicrous nature of film making as a cover story tbh. Anyways, I won't delete it since it won best picture, but this doesn't really do it for me.",,2023-08-07
2023-08-11,Annabelle,2014,https://boxd.it/4G7AKD,2.5,,This had a couple of creepy moments in it but the end where some random laid down her life to save a baby made me take a star and a half from it. Gross.,,2023-08-10
2023-08-11,Sinister,2012,https://boxd.it/4G7CpR,4,,"As a parent, this one was hard to watch in the dark by myself. That's when I know I got the creeped out good shit.",,2023-08-10
2023-08-14,Get Out,2017,https://boxd.it/4HaDC3,4.5,,"Don't trust rich white people. They are up to no good. 

On rewatch I really like the layers on this. I can't imagine the paranoia people might feel around white people, especially rich white people. I think of it as being similar to when I'm out of my cultural norms but it's gotta be much deeper and scarier for sure. The pacing, the discovery of how deep the depravity goes is just really a grand slam of a film first time out.",,2023-08-13
2023-08-16,Hereditary,2018,https://boxd.it/4HAr9l,4.5,,"This movie is full of dread and horror around family and the people close to you. Tension builds throughout with a gut punch or two, no jumps.",,2023-08-15
2023-08-16,Thir13en Ghosts,2001,https://boxd.it/4HOgP9,2,,Feels like it's superficial and tropes carry a lot of the storytelling weight. I also don't like a fair amount of the cast.,,2023-08-15
2023-08-26,The Fox and the Hound,1981,https://boxd.it/4KCJ7j,3,,"I saw this in the theater when it came out, and I remember it being kinda sad and melancholy (not that I knew what the word meant then). Watching it as an adult with my little kids I still think it's a more grownup story then you'd expect from Disney, as well as there is a dude in here that is just savage, mean and terrible. He shoots up a lady's truck, continually tries to kill his neighbors pet with a gun, gets mad when he fails to kill the pet and his own pet gets hurt due to recklessness, trespasses and hunts game in a preserve. He is a dangerous oaf that does not get his well deserved come-upance. 

I like the ending between the animals, and I found it well done and not just a hodge podge of old animations laying around reused for a dumb story. Not a ton of songs, which also is alright. But that hunter guy is just an awful human to show people in this day and age.",,2023-08-25
2023-08-26,Xtro,1982,https://boxd.it/4KPLTP,2.5,,"I'm not into body horror, this movie has got tons of that. I saw a full grown man be born tearing the lady he was in apart. I saw tentacles and hand claw things launch out and wreck people. There was this gross puppet that probably consumed most of the budget.

Also, out of nowhere really came a clown and I really thought I was paying attention but wtf.",deleted,2023-08-25
2023-08-26,The Witch,2015,https://boxd.it/4KPN79,4.5,,"This is a period piece for people who don't like pride and prejudice and instead like horror movies.

The terror of living in an alien world convinced that god and the devil were battling over your soul. This is what is on display here. Everyone acted their asses off for this one. Dark and atmospheric, this one you have to hear the whispers and anguish in the voices of the people you are seeing or it loses like half it's stars.",,2023-08-25
2023-08-27,The Witch Who Came from the Sea,1976,https://boxd.it/4KWZev,3,,Man this lady seems very thirsty and kind of pissed about it.,,2023-08-26
2023-08-27,Willow,1988,https://boxd.it/4KZ1LP,2.5,,"I watched this when it came out as a kid, thought it was alright. Watched it with my kids and thought it was kind of annoying and silly. Sword and sorcery with a bunch of poop jokes and love potion shenanigans.",deleted,2023-08-26
2023-08-28,Wrong Turn 3: Left for Dead,2009,https://boxd.it/4LxaPJ,2,,"I guess by this point in the franchise we are having hillbilly mutants hunting people is the backdrop to a different more cliche movie. Prison break gone wrong movie here with mutants hunting people either freakishly well or terrible depending on where the drama needs to be I suppose.

This wasn't as bad as the second one. But it's pretty bad. And the graphics are in that awful time where people thought computers could fix it in post but most definitely could not. ",deleted,2023-08-27
2023-08-28,The World's Greatest Lover,1977,https://boxd.it/4LxhW3,1.5,,"It's just not my bag, this is pretty silly.",deleted,2023-08-27
2023-08-29,Oppenheimer,2023,https://boxd.it/4LCYc3,4,,"I really enjoyed the telling of the story, the use of sound and visuals to convey feelings and put you in the time. I felt like this needed to be edited a bit, there's like 3 or 4 storylines interleaving here and I don't think there's great satisfaction in how any of them end. The problem of course with history is that it never truly ends unless you catch the atmosphere on fire.",,2023-08-28
2023-08-29,Count Dracula's Great Love,1973,https://boxd.it/4LQrJV,1,,"The bachelor but the contestants take off their tops and a vampire bites you instead of not giving you a 🌹

I've never actually seen the Bachelor so I'm really on going on vibes.",,2023-08-28
2023-09-04,Slender Man,2018,https://boxd.it/4NDr59,1.5,,"I think slender man is a bit creepy when he's just out in the background or hanging out on the periphery but when he starts chasing people around it loses a lot.

 ",deleted,2023-09-03
2023-09-04,Children of the Corn II: The Final Sacrifice,1992,https://boxd.it/4NDx6d,1,,This is not very good. It's also pretty 90s.,deleted,2023-09-03
2023-09-11,Big George Foreman,2023,https://boxd.it/4PGqfh,2,,"Good on George fo lloving Jesus and making a comeback. I think the movie was pretty dull, I'm sorry.",,2023-09-10
2023-09-12,Space Thing,1968,https://boxd.it/4PXgqX,1,,This is soft-core porn with a sci-fi story gluing the nakedness together. ,deleted,2023-09-11
2023-09-12,Private Benjamin,1980,https://boxd.it/4PXSTX,2,,"I support the young privileged lady taking the hard road to make something of herself, but IDK this has got some really bad vibes in it.",deleted,2023-09-11
2023-09-15,Jocks,1986,https://boxd.it/4QEMq7,1.5,,"This movie reminded me that there were a lot of movies that were glorifying these talented dirtbags that were kind of sleazy  but not really mean. I think this influenced how I grew up.

Anyways, this is a movie that's kind of like major league in that a bunch of misfits are trying to win a sports thing to turn the tables on an evil boss. It's got a little Las Vegas in the 80s, a whole bunch of unresolved plot and alcoholism and boobs. There is a bunch of tennis being played badly.

IDK, watch The Hangover if you want to get some Vegas on you, watch Major League for the other bits. This movie isn't necessary, and I'm deleting it.",deleted,2023-09-14
2023-09-15,Hobgoblins,1988,https://boxd.it/4QETnJ,2,,"You know that scene in ""They Live"" where the two wrestlers fight about putting on sunglasses for like ever and it's pretty great?

This movie stops cold for way too long so two meatheads can fight with garden tools over, nothing. They don't even have sunglasses that they are upset about. Then people hold puppets against their bodies and pretend like they're getting mauled.

I would hate to be an actor. I give this an extra star for the rake fight, I guess that was something I'd never seen before.",deleted,2023-09-14
2023-09-17,The Wild Party,1975,https://boxd.it/4Rb3yr,1.5,,"My rating is with Raquel Welch bumping it up.

This seems to be a movie about people clutching after glory when they are past their prime and how they accept that. It kinda does that poorly in my opinion. It also seems to want to show you how old school hollywood just got down to orgies when the time was right.  This happens right toward the end.

I think Once Upon a Time in Hollywood looks at some of the same bits about humans wanting to keep being great as they slip from public view and it's done right. Go watch that I guess.",deleted,2023-09-16
2023-09-18,Death on the Nile,2022,https://boxd.it/4RBHKz,2.5,,"Pretty sweet mustaches are sported here and you get to find out the origin of Poirot's. I think I've read and watched too many Agatha Christie things because I guessed what was going on pretty early. So the only thing left to do was.enjoy the stunning scenery. CGI snake looked like garbage.

And also now.i want to take a cruise on the Nile. This is promo that better be available.  Champagne and murder mystery are optional",,2023-09-17
2023-09-21,The Crawlers,1991,https://boxd.it/4SqYIx,1,,"This is pretty abysmal all around, tree roots are attacking people. This is about as interesting as ""The Happening"".

I give it slightly higher than bottom rate marks because when the people are getting strangled by roots, it's a bit horrifiic.",deleted,2023-09-20
2023-09-21,Color Out of Space,2019,https://boxd.it/4Sr3wh,3,,"My mind couldn't slip the thought of this being an alien invasion movie, but the alien is the color pinkish purple. That said, I liked a bunch about this. Poor alpacas.

I'll keep this one. I've seen several Lovecraft adaptations, I think this one is pretty good.",,2023-09-20
2023-09-26,Red Heat,1988,https://boxd.it/4TSR1r,2,,"It's not a horrible movie. Buddy cop movie but it's really not elevated with Belushi. If you want to watch a mismatch movie with Arnold, watch Twins. If you want to see Arnold being a cop maybe Kindergarten Cop? You want to watch buff naked people fight in a bathhouse I'm going to say Eastern Promises? 

This movie isn't great and time isn't making it better.
",deleted,2023-09-25
2023-09-26,Sweet Sixteen,1983,https://boxd.it/4TTaJH,1.5,,"This is an odd movie. It's about a small town that has a new family come in to town, and the 15 year old (almost 16) girl is trying to pick up guys at the local bar from the get go. Then she showers and later skinny dips and I guess this was ok in the 80s? Also, there's lynching and hardcore racism against native people in here.

I give it more than the bare minimum because I thought the sheriff role was alright. But this is a murder mystery it is unlikely you will figure out, and also I'm not sure I understood the ending entirely.",deleted,2023-09-25
2023-09-27,Nocturne,2020,https://boxd.it/4TZRlF,3,,"This really didn't seem to have many surprises, but it's a tragedy in the old school sense with a bit of devilry in it. You watch as a supposedly mediocre sister lashes out to shine bright. Well acted and great accompanying music, I don't give it higher marks because you kinda see what's coming a mile away and then you watch as that happens.",,2023-09-26
2023-09-27,Black Mirror: Shut Up and Dance,2016,https://boxd.it/4U06d7,4.5,,"Black Mirror has a few episodes that are just crazy stories that you can't believe they put on video. This is one of them. I won't spoil anything about it, but it's highly uncomfortable viewing for a lot of it.

For the lulz.",,2023-09-26
2023-09-27,Alien Resurrection,1997,https://boxd.it/4U0P79,2,,"This is better than the third one, but that is damning with faint praise. It's got some space pirates, corporate machinations, doomed Ripley and some kind of robot that's not really a robot? IDK.

This has a lot going on, some of it's fun. But unless you are a completionist I don't think there's a reason to watch it.",deleted,2023-09-26
2023-09-28,Beware! The Blob,1972,https://boxd.it/4UemFz,1.5,,"This is campy as all hell. Also, super anti-hippie. The late 60s/early 70s were a time unlike others I guess is the point of this movie.

Also, the boyfriend seems super into avocado sandwiches. Like to an unhealthy degree. And they stole the soundtrack from ""Last House on the Left"". And they show this kitten for like a good 3-5 minutes as it plays around in some meadow and then they blob it. Who is this movie for?",deleted,2023-09-27
2023-09-28,Bite,2015,https://boxd.it/4UlaZh,2.5,Yes,"I thought I deleted this looking at my notes, but here it is again. So gross but you know a lot of these folks kinda got what they deserved. The main character and her actual friend didn't but man was that blonde lady, boyfriend and mom were the worst.",deleted,2023-09-27
2023-09-29,Pledge Night,1990,https://boxd.it/4Uuz3Z,2,,"This is some really trashy cinema. I feel like it could use some editing, there is entirely too much of hazing before it takes a hard left into a ghost/zombie/whatever story of revenge. But even if you shorten that up you have 2 minute clips of a ghost walking around aa house looking for the last few people, like meandering through a mall.  

The story is all over the place. As a brief glimpse into the silliness of the plot, the zombie ghost decides to rape a sorority girl and when is stopped by the final boy he says in all earnestness ""I only came here to protect you"". WTF ghost?",deleted,2023-09-28
2023-09-30,Dead Men Don't Wear Plaid,1982,https://boxd.it/4UOApH,2,,"It was cute for a few minutes, and I like the idea of working in old noire films to serve your purposes for some laughs but it got old kinda quick.

My favorite comedy from Steve Martin is the absurd things he says

""When I arrived in Carlotta, I thought of the words Marlowe had said to me over fifteen years ago: Dead men don't wear plaid. Huh. Dead men don't wear plaid. I still don't know what it means""

But there aren't enough gems to keep this one. I liked The Man with Two Brains more.",deleted,2023-09-29
2023-09-30,The Babysitter,2017,https://boxd.it/4UZdBR,3.5,,"This movie is a stomping good time. It's cheese but damn fun to watch. I don't want to say anything about the story, I think it's best if you just stumble on it.",,2023-09-29
2023-10-04,Asylum,2008,https://boxd.it/4Wcdy9,2,,I'm not sure why there's so much hate here. It is a little by-the-numbers haunted house kind of movie but it was acted alright and had decent effects. Y'all need to go watch some actual garbage and give this the mediocre rating it deserves. Maybe there's just no excuse to make a decent looking movie with such a blah story.,deleted,2023-10-03
2023-10-04,Wicked Lake,2008,https://boxd.it/4Wf5pJ,0.5,,"This isn't sexy enough or naked enough to be porn and it's too badly acted, poorly written and silly to be a scary movie or a thriller. And it has some weird filler where the hillbilly family has a sympathetic character but then uses the character as comedic relief.

The twist could have been good if it wasn't hinted at up front and the walking home scene in the beginning was just all kinds of junk. I think coming in thinking you're getting hillbilly horror and it turning into a revenge movie is kinda awesome, someone competent should write that.

I wrote so much about a half star movie cause I think the premise could of been pretty bad ass and it was so, so bad in almost every way.",deleted,2023-10-03
2023-10-06,Child's Play,1988,https://boxd.it/4WSrsj,3,,"This is a little cheesy but still little doll things creeping on you is scary so I like it and give it some love.

Still, think about what they do to this kid. On super circumstantial evidence that a murder even happened they lock the kid up in a psych ward. Seriously, ACAB.",inflight,2023-10-05
2023-10-08,Thinner,1996,https://boxd.it/4Xswr3,2.5,,"I am pretty sure I read this back in the day with the other Bachman books in a anthology. I thought dealing with gypsy curses wasn't a super great look at the time and it still isn't great. I feel like the book gave them more depth as people trying to get by and the movie dealt in a fair amount shallow stereotypes. You also don't get to explore the idea that Billy really does unleash a curse on the people and is also unsure of how to take it back. 

The effects are pretty great and  I like the tragic kind of ending. But it's not awesome enough to keep around, I'd rather read the book again than watch this.",deleted,2023-10-07
2023-10-09,Eight Legged Freaks,2002,https://boxd.it/4XSNOb,1,,"Maybe would have been better if the spiders weren't making gremlin noises the whole time. Goofy as hell and like so many people die. It's crazy, tone is all over the place",deleted,2023-10-08
2023-10-10,Malignant,2021,https://boxd.it/4YcKaR,3.5,,"That was pretty unexpected. 

This movie has a few. violent kills and then goes full on berserk.  I am not sure I really like the reveal of the monster, but full marks to the stunt coordinator/people for this. 

I wish I had watched this not on a plane, given a better environment and screen I think this might have been crazy fun to watch.",,2023-10-09
2023-10-10,Revenge of the Nerds II: Nerds in Paradise,1987,https://boxd.it/4Yey89,1.5,,"This one takes out the assault and just ups the bullying and haves fun with that for a bit. Silly and outlandish, there isn't anything that you'll need to make sure to see, so you can skip it entirely.",deleted,2023-10-09
2023-10-12,Duck Soup,1933,https://boxd.it/4YT8mB,3,,"So damned silly. Some of the slapstick gags still get a few chuckles from me. The story on this is over the top crazy, and they waste no time setting up the characters. They just tell you ""This dude is famous and this lady loves him and this other lady he wants. Love triangle, ready, go""

IDK, this didn't hit hard, but it was alright.",,2023-10-11
2023-10-15,The Blair Witch Project,1999,https://boxd.it/4ZLMaX,3.5,,"I'm kinda tired of the genre now, but this one did it right I think. The premise is alright and the things that are freaking everyone out are subtle and kinda terrifying. I can understand being frustrated with being lost and someone pretending to read a map, but why kick it in the river? That's the only thing I could never understand about this one. 

Still like it.",,2023-10-14
2023-10-15,The Last of the Mohicans,1992,https://boxd.it/4ZMnJZ,4.5,,"I saw this movie in the theater when it came out, yeah I'm old. This was amazing, like 'Heat' the sound is just crazy good at stirring emotions. This came across like a bit of old school romance merged with some of the bloodiest hand to hand combat and most beautiful shots of country I've seen portrayed. And also, siege warfare. I guess what I'm trying to say is there is a little something for everyone here.

",,2023-10-14
2023-10-15,Candyman,1992,https://boxd.it/4ZON51,4,,This feels a little 90s but I love the story of this. Urban legends and the horror of being enticed to be a victim is creepy.,,2023-10-14
2023-10-16,The Wicker Man,2006,https://boxd.it/50rSWR,2,,"The first 2/3rds of this movie are Nick Cage being a super dick to women and grossly misrepresenting his legal authority as a cop. The last 1/3rd is kind of bizarre and twisted and isn't bad at all. I'm still deleting it, there was no singing and they seem to have replaced the original movie's christian vs. paganism with chauvinist jerk vs. women trying to subvert the patriarchy. With paganism. It's not worth seeing again. ",deleted,2023-10-15
2023-10-18,Eerie Fairy Tales,2019,https://boxd.it/511lPZ,2.5,,"Anthology of Twilight Zone type stories:

- story of a midnight meeting on Friday the 13th, woman finds a tavern but maybe more than meets the eye is going on.
- a story about a secret lab that is secret because people volunteer to not remember about it.
- Story about a guy who finds a woman hanging out by a well, and the mysterious draw she has.
- A kinda funny story of a couple trying to discuss a private matter in front of the butler by switching out languages as they go and the butler keeps knowing each language.

These were all decent stories in their own right, fun to watch but nothing notable enough imo to keep.",deleted,2023-10-17
2023-10-19,Boo,2005,https://boxd.it/51hbU3,1,,"This movie looks dull and cheap, and I couldn't be bothered to finish it. ",deleted,2023-10-18
2023-10-20,Creep Nation,2019,https://boxd.it/51t9h3,3,,"This should have been a twilight zone or black mirror or something. I think it is pretty interesting to think of how creepy rented rooms or houses are. Or could be.

I wish it wouldn't have become about the brother because I find him not nearly as good an actor as the rest. I kinda liked this, but I'm deleting it.

I guess it's lucky I'm not a hot 25 year old, because I just walk around like I'm being filmed all the time but I'm too basic and crappy for people to care to watch me.

Also, there's a scene where someone like repairs their own grizzly wound with needle and thread and I'm like ""Isn't this in Canada? Why is this dude sewing himself up like he's an American with no health insurance?""",deleted,2023-10-19
2023-10-23,Totally Killer,2023,https://boxd.it/52v6oX,3,,"This isn't amazing cinema, but it is very entertaining and gets this gen x guy nostalgia without sappy pandering. Back to the future vs slasher film.",,2023-10-22
2023-10-24,Crypto,2019,https://boxd.it/52McYV,2,,"The premise on this feels a little absurd up front, dude is too diligent of a compliance officer so he gets sent to his home town as kind of punishment to audit the local bank?

There were some flashes in the beginning of what could have been cool story to explore, guy who is doing alright in the big city goes back to his small hometown and reconnects with friends that didn't make it out. That as a background would have been interesting. It flashes, and disappears.  What you are left with is kind of a bullshit version of the Firm or something like that. Crypto is involved, but not really. Art as a money laundering scheme features about as heavily imo.

Anyways, this was forgettable for the most part and ends kind of oddly. ",deleted,2023-10-23
2023-10-25,The Day After Tomorrow,2004,https://boxd.it/539eml,2,,"This is a pretty good disaster movie, similar with a tone like Deep Impact. Unlike that more serious movie, this one has a few ham-fisted pokes at Americanisms like not giving a shit about global warming and treating people coming over the border from Mexico like crap. There's also some bits where people literally run away from cold as if it were a crafty being to escape. I saw it in the theaters and was super put off by those things. I just watched it again and it's just as clunky and the running from cold is just as stupid. And for the record it's 90 something miles from philly to NYC. That's like 2 days of walking in snowshoes. They would have been more believable in cross country skis.

Some of this is just heartbreaking. People dying in the cold walking to their doom. The imagery is pretty good.",deleted,2023-10-24
2023-10-26,Muppets Haunted Mansion,2021,https://boxd.it/53kzUl,2,,"While it has a good heartfelt message for Gonzo, it really fell short for me.",,2023-10-25
2023-10-30,Creepshow 3,2006,https://boxd.it/54Vv3v,0.5,,"The first two movies weren't like masterpieces or anything, but this is probably some of the worst film in general I've seen. The stories are rehashed dogcrap, the acting is pretty awful and the effects are like shit from the Halloween store.

Avoid this, let my lost time be your lesson passed on. It's just bad.",deleted,2023-10-29
2023-10-31,Summer of 84,2018,https://boxd.it/55nwid,3,,"That ending was darker than I was expecting with the goonie vibes I was getting up front. Stranger things crossed with some rear window goonie action.

Anyways, I'll keep it for a while, it might scare somebody.",,2023-10-30
2023-11-01,The 6th Friend,2016,https://boxd.it/55wxJH,3,,"This is kind of a ""I know what you did last summer premise"" where a group of friends have done killed someone, but instead of hiding it they report it to the police like citizens and stuff. Some time later they get back together to try and heal the trauma and things go south.

The dialogue was pretty good, the acting was decent, I like the idea of exploring how even defending yourself can impact you in unexpected ways and how psychos are everywhere. I'm going to delete it, since it was fun for me but it's budget does show here and there. ",deleted,2023-10-31
2023-11-01,The Immoral Mr. Teas,1959,https://boxd.it/55Djfn,1,,"Do I make you horny baby? Do I?

Some dude wanders around and imagines the women he meets are naked after a botched dental appointment. There's a narrator that is downright bizarre as he kind of describes the guy as if he were the subject of a nature documentary.",deleted,2023-10-31
2023-11-02,Black Christmas,2019,https://boxd.it/567dA5,2,,I dug this movie right up until magic was invoked. And then it got like so over the top with women bashing the patriarchy I thought it was actually farcical. The ending really made this go from good to fine to jesus what is this.,deleted,2023-11-01
2023-11-05,Vincent Price's Dracula,1986,https://boxd.it/56UQvr,2,,"It's a one off TV show maybe? Vincent Price walks you through the Dracula myth with some related clips being shown during his voice over. I'm not that into Dracula, so I'm deleting it. I wouldn't make you watch it either.",deleted,2023-11-04
2023-11-10,Trick or Treat,1952,https://boxd.it/58rGX1,3,,My favorite part is where the three kids commit strong arm robbery and it's considered a lark.,,2023-11-09
2023-11-10,The Skeleton Dance,1929,https://boxd.it/58rIwB,3,,My kids seriously dig this show. It's over 90 years old. That's pretty cool art.,,2023-11-09
2023-11-10,Galaxina,1980,https://boxd.it/58sSBj,0.5,,"You want to watch trashy police, go watch the Wire. This is hot garbage. In space.",deleted,2023-11-09
2023-11-13,The Mitchells vs. the Machines,2021,https://boxd.it/59rw0n,4.5,,This is a great family movie. I got nothing else to say about it.,,2023-11-12
2023-11-13,Candy Stripers,2006,https://boxd.it/59FUDr,1.5,,"People calling it a species ripoff aren't wrong, but it's definitely dumber than that. There's boobs and everyone is so easily lead to their doom by their dick. Which I guess is also not wrong.

It gets kinda wild when all pretense is dropped and stripers are like man handling cops two at a time.
",deleted,2023-11-12
2023-11-14,Fright Night 2: New Blood,2013,https://boxd.it/59Qzsp,3,,"If you look at this as a stand alone movie despite the 2 in the title that implies it is a sequel to something, it isn't bad. I like some of the vampire powers that the vampire has and I enjoy the location and it's an interesting story in some ways. I find this iteration of Charlie really unlikeable. I kinda liked the movie, but not enough to drop that heart.

If you are a fan of either of the other two movies and were hoping to see the continuing adventures of Charlie you are going to be sorely disappointed. I would give it 1 star in that case as the switcheroo isn't great.",deleted,2023-11-13
2023-11-14,"Ruby Gillman, Teenage Kraken",2023,https://boxd.it/59ULpb,1.5,,I didn't really like this one. I did enjoy the joke that Canadians are literally blue.,,2023-11-13
2023-11-16,Hacksaw Ridge,2016,https://boxd.it/5aoZUd,3,,I like the portrayal of the medic and his conviction and how his company grew to respect him. I think the story up front was a ton of padding that didn't endear me. And then the end where grunts go in guns blazing was too over the top.,,2023-11-15
2023-11-17,Twinky,1970,https://boxd.it/5aKXOL,0.5,,"Damn man, they need to teach the creepy rule in school. You cannot sleep with (or even really consider as a possible partner) anyone who is below half your age + 7.


",deleted,2023-11-17
2023-11-17,Renfield,2023,https://boxd.it/5aL2Cl,3.5,,"I can't say it was a great film. But it was really entertaining along the same lines of ""Violent Night"" or a couple of other crazy violent comedies I've seen recently.

Super gory, interesting action scense, bug eating and questionable use of vampire blood.",seen_on_a_plane,2023-11-17
2023-11-17,Elemental,2023,https://boxd.it/5aLgbj,2.5,,"I found this kinda mediocre in story and in a world building way. It also left me wondering, what happens when they have kids? Is this where the clouds come from?",deleted,2023-11-17
2023-11-17,The Adventure of Sherlock Holmes' Smarter Brother,1975,https://boxd.it/5aOgL3,2,,"This is some wildly silly stuff. The ending kinda has to be seen to be believed. But not by anyone on my server, cause I'm deleting it.

I like Young Frankenstein quite a lot, I think this is in the same vein. But for some reason it didn't bang like that one did for me. Maybe because it was more action driven? IDK, but yeah, it was a little flat.",deleted,2023-11-17
2023-11-17,Supernova,2000,https://boxd.it/5aQAHJ,2.5,,"This isn't bad, kind of a star trek episode with way better effects and more horny. And that's saying something cause OG star trek was pretty horny. 

This could have used some editing, the focus on jumping space and it going wrong seemed kind of out of place here. I wouldn't hate you if you said you wanted to watch this movie however I don't think you need to watch it. Do you remember the pilot from the original Star Trek? It's kind of that. With a bit of nudity and depictions of zero G  sex.",deleted,2023-11-17
2023-11-18,Night School,1981,https://boxd.it/5aXsWF,2,,"This was an alright murder mystery movie. It's a little on the slasher side, and definitely has a lot of tawdry bits. A professor at a woman's college is doing like half the class or something, and someone is killing women in his class.

It's a pretty straightforward. There was a bit where like the president of the college tells a woman that has been taken advantage of by the professor that she should visit the president's house and provide some details where she'll feel safe and then proceeds to try and take advantage of her too. ",deleted,2023-11-18
2023-11-18,AVP: Alien vs. Predator,2004,https://boxd.it/5b39BF,3,,"I think it's kinda long odds that this planet was stocked with some aliens for predators to hunt. It's weird and bizarre. Also, I think you have to go into this with some knowledge of alien movies or this just doesn't make a ton of sense.

Now, since I've seen a few movies of both these franchises I was picking up what was getting laid down and it was an enjoyable enough movie for me. But I think this is firmly an action movie and Aliens is the only movie so far that I've seen that pulls off action well. This did ok. So many people with guns straight up didn't fire a single round. 

I liked how the Arctic explorer got treated in this movie. That was fun.
",deleted,2023-11-18
2023-11-19,Aliens vs Predator: Requiem,2007,https://boxd.it/5bilEB,1.5,,"This seems to be trying for an Aliens amount of action. But I had a hard time figuring out what the motivation of the predator was. That dude was just laying waste to anything moving he saw. If that was the case, why not just nuke it and then be done with it.

High body count, lots of gore you get to watch, chest bursting in litters like kittens, and a predator/alien hybrid that doesn't bother with face huggers anymore.

There is no dread in these movies anymore. There is no terror associated with being invaded or violated, knowing you are going to die because something is growing inside you. It's just carnage.

I wouldn't bother watching this.",deleted,2023-11-19
2023-11-19,See No Evil,2006,https://boxd.it/5bx0xf,2,,"It's cut like a music video from the late '90s or early aughts. Other than that I suppose it's all right, could have done without the closing sequence where a dog fulfills a promise that drill sergeants have been making for a long time. 

And it was kind of bad so I deleted it.",deleted,2023-11-19
2023-11-20,Sleepaway Camp,1983,https://boxd.it/5bIFiR,3,,"This is a combination of a camp coming of age story and a old school mystery slasher that seemed popular in the 70s. If you watched Meatballs and thought to yourself that there's not enough lingering shots on grotesque death, this is the movie for you.  I never went to camp and don't really like the genre of camp slashers so this is just meh for me. I'm giving it a full extra star just for the Aunt being probably the most disturbing character in the movie by far.",,2023-11-20
2023-11-20,Sleepaway Camp II: Unhappy Campers,1988,https://boxd.it/5bJV5L,2,,"So the first one was interesting in that it was super non-heteronormative and that it was trying to be a murder mystery type slasher from the older days. This one is basically Friday the 13th part 2 or 3 but instead of an unknowable inhuman stalking killer you have a really upbeat lady that murders you if you break camp rules or in general are just a little mean or annoying.

While I can get behind trying to clean up society, most of the infractions here are of breaking traditional norms. This is why the juxtaposition of an upbeat camp counselor just getting murdery on a whim is so bizarre.

Lots of treats for the male gaze, super high body count. But other than the light comedic nature of the killer, this doesn't offer much. I'm deleting it. ",deleted,2023-11-20
2023-11-20,Scary Movie,2000,https://boxd.it/5bMaU9,1.5,,"Just not my bag I guess. It's  a bunch of dick and fart jokes. If you dig that, and like horror movies this could be your thing.",deleted,2023-11-20
2023-11-20,Scary Movie 2,2001,https://boxd.it/5bMkXx,1,,"This might have some of the grossest and silliest shit I've sat through, and I watched Freddy Got Fingered.",deleted,2023-11-20
2023-11-20,My Tutor,1983,https://boxd.it/5bVMZz,2,,"This is like 2 movies in one. One thread is an American Pie tale where a couple of dudes are trying to get laid anyway they can. The other is a ten things I hate about you rom-com. Except it's dumber, because the dude gets mad that his tutor is getting paid to tutor him.

The 80s were weird man.",deleted,2023-11-20
2023-11-22,Candy Land,2022,https://boxd.it/5ckDan,3,,"The first chunk of this movie seems to take a surprisingly candid look at truck stop sex workers and the gritty life they lead. But then it turns into a pretty wild killing spree. I really love the role Christianity plays in this, the true horror of our age. The Baldwin here does a great job playing an in the closet sheriff.",,2023-11-22
2023-11-22,Autopsy,2008,https://boxd.it/5cs7kL,2.5,,"It's pretty gory and the bad guys show a complete indifference to the horrors they are unleashing on people which makes it a bit more chilling. Well, except for one dude who seems wildly out of control.

Anyways, this dropped a little for me with the ending, that got a little dumb but the skinny orderly oozes menace and the doctor does as well now that I think of it. It was alright. Pretty torture porny. ",deleted,2023-11-22
2023-11-24,The Thirsty Dead,1974,https://boxd.it/5cWbGh,,,"I can't fairly give it a star rating, I bailed about halfway through. For being about women getting captured to be fed to an undead creature(s?) it was terribly dull. Maybe jokes about being forced into sexual slavery landed different in the 70s, IDK.",deleted,2023-11-24
